iter	Passed	Remaining
251	291	865
252	292	864
253	293	862
254	294	861
255	296	860
256	297	859
257	298	857
258	299	856
259	300	855
260	301	854
261	302	852
262	303	851
263	304	849
264	305	848
265	307	847
266	308	845
267	309	844
268	310	843
269	311	841
270	312	840
271	313	838
272	314	837
273	315	835
274	316	834
275	317	833
276	318	831
277	319	830
278	320	829
279	321	827
280	323	826
281	324	825
282	325	823
283	326	822
284	327	821
285	328	820
286	329	818
287	330	817
288	331	815
289	332	814
290	333	813
291	334	811
292	335	810
293	337	809
294	338	808
295	339	806
296	340	805
297	341	804
298	342	802
299	343	801
300	344	800
301	345	799
302	346	797
303	347	796
304	348	795
305	350	793
306	351	792
307	352	791
308	353	790
309	354	789
310	355	788
311	356	786
312	357	785
313	358	784
314	360	783
315	361	781
316	362	780
317	363	779
318	364	778
319	365	776
320	366	775
321	367	774
322	369	773
323	370	772
324	372	774
325	374	774
326	376	774
327	378	774
328	380	775
329	381	774
330	383	775
331	385	775
332	386	775
333	388	774
334	389	773
335	391	773
336	392	772
337	393	771
338	395	770
339	396	770
340	398	769
341	399	768
342	400	767
343	402	767
344	403	766
345	405	765
346	406	765
347	407	764
348	409	763
349	410	761
350	411	760
351	412	760
352	414	759
353	415	758
354	417	757
355	418	756
356	419	755
357	420	753
358	421	752
359	422	751
360	423	750
361	424	748
362	426	747
363	427	746
364	428	745
365	429	743
366	430	742
367	431	741
368	432	739
369	433	738
370	434	737
371	436	736
372	437	734
373	438	733
374	439	732
375	440	731
376	442	730
377	443	729
378	444	728
379	445	727
380	446	725
381	447	724
382	449	723
383	450	722
384	451	720
385	452	719
386	453	718
387	454	717
388	455	715
389	456	714
390	458	713
391	459	712
392	460	710
393	461	709
394	462	708
395	463	707
396	464	705
397	465	704
398	467	703
399	468	702
400	469	700
401	470	699
402	472	699
403	473	698
404	474	697
405	475	695
406	476	694
407	477	693
408	479	692
409	480	691
410	481	689
411	482	688
412	483	687
413	484	686
414	485	684
415	486	683
416	488	682
417	489	681
418	490	679
419	491	678
420	492	677
421	493	676
422	494	674
423	495	673
424	496	672
425	498	671
426	499	669
427	500	668
428	501	667
429	502	666
430	503	664
431	504	663
432	505	662
433	506	661
434	507	659
435	509	658
436	510	657
437	511	656
438	512	654
439	513	653
440	515	654
441	517	653
442	518	652
443	520	651
444	521	650
445	523	649
446	525	650
447	526	649
448	528	648
449	529	647
450	531	646
451	532	645
452	533	644
453	534	643
454	536	642
455	537	641
456	538	640
457	540	639
458	541	638
459	542	637
460	544	636
461	545	635
462	546	634
463	548	633
464	549	632
465	551	631
466	552	630
467	554	630
468	555	629
469	557	628
470	558	627
471	559	626
472	561	625
473	562	624
474	563	623
475	565	622
476	566	620
477	567	620
478	569	619
479	570	618
480	572	617
481	573	616
482	575	615
483	576	615
484	578	614
485	579	613
486	581	612
487	582	611
488	583	610
489	585	609
490	586	608
491	588	607
492	589	606
493	591	605
494	592	604
495	593	603
496	594	602
497	596	601
498	598	600
499	599	599
500	601	598
501	602	597
502	603	596
503	605	595
504	606	594
505	608	593
506	609	592
507	611	591
508	612	590
509	614	589
510	615	588
511	616	587
512	618	586
513	619	585
514	620	584
515	621	583
516	623	582
517	624	580
518	625	579
519	626	578
520	627	576
521	629	576
522	630	575
523	632	574
524	633	573
525	634	571
526	635	570
527	636	569
528	637	567
529	639	566
530	640	565
531	641	564
532	642	562
533	643	561
534	644	560
535	645	558
536	646	557
537	647	556
538	649	555
539	650	553
540	651	552
541	652	551
542	653	550
543	654	548
544	655	547
545	656	546
546	658	545
547	659	544
548	660	542
549	661	541
550	662	540
551	664	538
552	665	537
553	666	536
554	667	535
555	668	533
556	669	532
557	670	531
558	671	530
559	673	529
560	674	527
561	675	526
562	676	525
563	677	523
564	678	522
565	679	521
566	681	520
567	682	518
568	683	517
569	684	516
570	685	514
571	686	513
572	687	512
573	688	511
574	689	509
575	691	508
576	692	507
577	693	506
578	694	504
579	695	503
580	696	502
581	697	501
582	698	499
583	699	498
584	700	497
585	702	496
586	703	494
587	704	493
588	705	492
589	706	490
590	707	489
591	708	488
592	709	487
593	710	485
594	712	484
595	713	483
596	714	482
597	715	480
598	716	479
599	717	478
600	718	477
601	719	475
602	720	474
603	721	473
604	723	472
605	724	470
606	725	469
607	726	468
608	727	467
609	729	466
610	730	465
611	731	464
612	733	462
613	734	461
614	736	460
615	737	459
616	738	458
617	740	457
618	741	456
619	747	458
620	749	457
621	750	456
622	752	455
623	753	454
624	754	452
625	756	451
626	757	450
627	759	449
628	760	448
629	765	449
630	767	448
631	777	452
632	778	451
633	779	450
634	781	449
635	782	447
636	783	446
637	785	445
638	786	444
639	788	443
640	789	442
641	791	441
642	792	439
643	793	438
644	795	437
645	796	436
646	797	435
647	799	434
648	800	433
649	802	431
650	803	430
651	804	429
652	806	428
653	810	428
654	811	427
655	813	426
656	814	425
657	816	424
658	817	423
659	819	421
660	820	420
661	821	419
662	823	418
663	824	417
664	825	416
665	827	414
666	828	413
667	829	412
668	831	411
669	832	410
670	834	409
671	835	407
672	837	406
673	839	405
674	841	404
675	843	404
676	844	403
677	846	401
678	847	400
679	848	399
680	850	398
681	851	397
682	853	395
683	854	394
684	856	393
685	857	392
686	859	391
687	860	390
688	861	389
689	863	387
690	864	386
691	865	385
692	867	384
693	868	383
694	870	381
695	871	380
696	872	379
697	874	378
698	875	377
699	877	375
700	878	374
701	880	373
702	881	372
703	882	371
704	884	370
705	885	368
706	887	367
707	889	366
708	891	365
709	893	364
710	894	363
711	895	362
712	897	361
713	898	360
714	900	358
715	901	357
716	903	356
717	904	355
718	908	355
719	910	353
720	911	352
721	912	351
722	913	350
723	914	348
724	916	347
725	921	347
726	922	346
727	924	345
728	925	344
729	926	342
730	928	341
731	929	340
732	931	339
733	932	337
734	933	336
735	935	335
736	936	334
737	938	333
738	939	331
739	940	330
740	941	329
741	943	327
742	944	326
743	945	325
744	947	324
745	948	322
746	949	321
747	950	320
748	951	318
749	953	317
750	954	316
751	955	315
752	956	313
753	957	312
754	958	311
755	959	309
756	960	308
757	962	307
758	963	305
759	964	304
760	965	303
761	966	301
762	967	300
763	968	299
764	970	297
765	971	296
766	972	295
767	973	294
768	974	292
769	975	291
770	976	290
771	977	288
772	979	287
773	980	286
774	981	284
775	982	283
776	983	282
777	984	280
778	985	279
779	986	278
780	987	276
781	989	275
782	990	274
783	991	273
784	992	271
785	993	270
786	995	269
787	996	267
788	997	266
789	998	265
790	999	264
791	1000	262
792	1001	261
793	1002	260
794	1003	258
795	1004	257
796	1006	256
797	1007	254
798	1008	253
799	1009	252
800	1010	251
801	1011	249
802	1012	248
803	1013	247
804	1014	245
805	1015	244
806	1017	243
807	1018	241
808	1019	240
809	1020	239
810	1021	238
811	1022	236
812	1023	235
813	1024	234
814	1026	232
815	1027	231
816	1028	230
817	1029	229
818	1030	227
819	1031	226
820	1032	225
821	1034	223
822	1035	222
823	1036	221
824	1037	220
825	1038	218
826	1039	217
827	1040	216
828	1041	214
829	1043	213
830	1044	212
831	1045	211
832	1046	209
833	1047	208
834	1048	207
835	1049	205
836	1050	204
837	1051	203
838	1052	202
839	1054	200
840	1055	199
841	1056	198
842	1057	196
843	1058	195
844	1059	194
845	1060	193
846	1061	191
847	1062	190
848	1064	189
849	1065	187
850	1066	186
851	1067	185
852	1068	184
853	1069	182
854	1070	181
855	1071	180
856	1072	179
857	1074	177
858	1075	176
859	1076	175
860	1077	173
861	1078	172
862	1079	171
863	1081	170
864	1082	168
865	1083	167
866	1084	166
867	1085	165
868	1086	163
869	1087	162
870	1089	161
871	1090	160
872	1091	158
873	1092	157
874	1093	156
875	1094	154
876	1095	153
877	1096	152
878	1097	151
879	1099	149
880	1100	148
881	1101	147
882	1102	146
883	1103	144
884	1104	143
885	1106	142
886	1107	141
887	1108	139
888	1110	138
889	1111	137
890	1112	136
891	1114	134
892	1115	133
893	1116	132
894	1117	131
895	1118	129
896	1119	128
897	1120	127
898	1121	126
899	1122	124
900	1123	123
901	1125	122
902	1126	120
903	1127	119
904	1128	118
905	1129	117
906	1130	115
907	1131	114
908	1133	113
909	1134	112
910	1135	110
911	1136	109
912	1137	108
913	1138	107
914	1139	105
915	1140	104
916	1141	103
917	1143	102
918	1144	100
919	1145	99
920	1146	98
921	1147	97
922	1148	95
923	1149	94
924	1150	93
925	1152	92
926	1153	90
927	1154	89
928	1155	88
929	1156	87
930	1158	85
931	1159	84
932	1160	83
933	1162	82
934	1165	81
935	1167	79
936	1168	78
937	1170	77
938	1171	76
939	1173	74
940	1174	73
941	1176	72
942	1177	71
943	1178	69
944	1179	68
945	1180	67
946	1181	66
947	1183	64
948	1184	63
949	1185	62
950	1186	61
951	1187	59
952	1188	58
953	1189	57
954	1190	56
955	1191	54
956	1193	53
957	1194	52
958	1195	51
959	1196	49
960	1197	48
961	1198	47
962	1199	46
963	1200	44
964	1201	43
965	1203	42
966	1204	41
967	1205	39
968	1206	38
969	1207	37
970	1208	36
971	1209	34
972	1210	33
973	1211	32
974	1212	31
975	1214	29
976	1215	28
977	1216	27
978	1217	26
979	1218	24
980	1219	23
981	1220	22
982	1221	21
983	1223	19
984	1224	18
985	1225	17
986	1226	16
987	1227	14
988	1228	13
989	1229	12
990	1230	11
991	1233	9
992	1234	8
993	1236	7
994	1237	6
995	1238	4
996	1239	3
997	1240	2
998	1241	1
999	1243	0
